과목,분류,대상_식별자,질문_제목,질문_내용,답변,추가질문,재답변,날짜
특허법,조문,181조,특허권 효력 제한 조문 선의 요건,안녕하세요 변리사님 간단한 조문 문구 질문 있습니다 81조3 4항 효력제한기간중 특허권 효력 제한에는 선의 요건이 없는데 반해 181조에는 선의 요건이 있는데 어떤 이유인지 알 수 있을까요 특허료 불납으로 인한 소멸의 회복은 알기 힘들지만 재심사유는 심결문으로 알 수 있다 와같은 이유일수도 있나요 감사합니다!,"선의의 행위만 보호할 것이냐, 아니면 선악불문하고 그 행위를 보호할 것이냐는 정책적인 면입니다. 예를 들어, 제181조에서 무효심결확정에 대해 재심사유가 있다는 있다는 것을 알고 있다면, 효력제한을 인정하지 않아서 침해를 인정하는 것이, 즉 특허권자를 더 보호하는 것이 정책상 타당한 것입니다. 그러나, 제81조의3제4항에서 추납이나 보전으로 회복될 수 있다는 것을 알고 있더라도 그 실시에 대해서는 효력제한을 인정하여 침해가 아닌 것으로 보는 것이 실시자와 특허권자 사이의 형평성 측면에서 타당한 것입니다. 열공하세요~", ,,25.08.01
특허법,조문,178조,재심 청구 기간 표현,"안녕하세요. 질문하러 왔습니다. Q1) 리담특허법 객관식1 문제집 재심 파트 3번 문제 3번 선지입니다. 재심사유가 취소결정 후 생겼을 경우 취소결정 후 3년의 기간은 그 사유가 발생한 날로부터 기산한다. 이 선지가 옳지 않은 답이었고, 해설에서는 해당 조문이 적혀있습니다. 그런데 기본서에는 '날로부터 기산한다=다음날부터 기산한다=기산일은 다음날이다' 라고 되어있는데 그에 따르면 해당 선지는 맞는 말이 아닌가요? Q2) 그리고 자연적 계산방법에 대한 질문이 있습니다. 2일이 기산일이면 2일 당일도 기간 내 1일에 포함되는 건가요? 예를 들어, 3.2가 기산일이고 3.3이 만료일이면 기간은 2일이 되는 건가요? 그냥 단순하게 하루 지난 거라 1일이어야 할 것 같은데.. 직관적으로 이해가 안 갑니다 이 이유가 뭔지 궁금합니다. 항상 감사드립니다. 건강하세요! 저작자 표시컨텐츠변경비영리","1. 맞는 지문으로 보는 것이 맞습니다. 출제자가 기산한다와 기산일의 개념을 혼동하고 출제했는데, 조문상 표현이 다르다는 이유만으로 틀렸다고 한 내용입니다. 2. 오전 0시부터 시작하니 기산일도 포함하는 것입니다.", ,,25.10.06
특허법,문제,179조,기출문제지 280p 2번문제,"23년도 기출 특허 재심 문제에서 대리권 흠에 관련된 재심사유가 민소법 451조 1항 3호,11호인지 불명확하게 제시되어서 모두정답 처리되었다고 해설에 쓰여있는데, 1. 만약 문제에서 대리권 흠의 사유가 11호라고 제시 되었다면, 주소지를 거짓으로 한 것이기 때문에 등본송달로 알 수 없기 때문에, 180조 2항의 “송달에 의하여 ~ 안 날의 다음날 부터” 라는게 성립이 안되는건가요? 2. 그러면 문제에 나올 수 있는 경우는 “11호를 제외한 경우”또는 ""3호의 경우""라고 제시되어있을때만 다음날로 기산한다고 알면 되나요? 3. 그리고 이런 모두 정답처리된 문제는 보통 또 기출이 되는 편인가요?","1. 전제조건이 틀렸습니다. 민소법 제451조제1항제11호는 대리권 흠이 될 수 없습니다. 2. 네, 그렇습니다. 3. 그건 아무도 모릅니다. 열공하세요~ 답글기능 더보기", ,,25.11.03
특허법,조문,184조,재심,"안녕하세요 변리사님 기본서 읽다가 헷갈리는 부분이 있어서 질문드립니다. 재심사유가 존재하고 심결의 결과가 정당하더라도 바로 재심청구를 기각하는 취지의 심결을 하면 안된다라는 부분이 헷갈립니다. 예를들어 무효심판청구의 기각심결이 확정되고, 이해관계자가 재심을 청구해 그 사유가 정당하지만 본안심리에서 무효심판 기각심결이 정당하다고 판단한다면 재심청구를 자체를 기각하지말고 무효심판청구의 기각심결 하듯이 심결하란 의미인가요? 감사합니다.","재심사유가 존재하면 확정심결을 취소하고, 다시 본안심결(인용, 기각)을 하는 것입니다.", ,,26.01.14
특허법,조문,,,,, ,, 
특허법,조문,,,,, ,,
특허법,조문,,,,, ,,
특허법,조문,,,,, ,,
특허법,조문,,,,, ,,
특허법,조문,,,,, ,,
특허법,조문,,,,, ,,
특허법,조문,,,,, ,,
특허법,조문,,,,, ,,
특허법,조문,,,,, ,,
특허법,조문,,,,, ,,
특허법,조문,,,,, ,,
특허법,조문,,,,, ,,
특허법,조문,,,,, ,,
특허법,조문,,,,, ,,
특허법,조문,,,,, ,,
특허법,조문,,,,, ,,
특허법,조문,,,,, ,,
특허법,조문,,,,, ,,
특허법,조문,,,,, ,,
특허법,조문,,,,, ,,
특허법,조문,,,,, ,,
특허법,조문,,,,, ,,
특허법,조문,,,,, ,,
특허법,조문,,,,, ,,
특허법,조문,,,,, ,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,, ,,
특허법,조문,,,,, ,,
특허법,조문,,,,, ,,
특허법,조문,,,,, ,,
특허법,조문,,,,, ,,
특허법,문제,,,,, ,,
특허법,조문,,,,, ,,
특허법,문제,,,,, ,,
특허법,조문,,,,, ,,
특허법,조문,,,,, ,,
특허법,조문,,,,, ,,
특허법,문제,,,,, ,,
특허법,조문,,,,, ,,
특허법,조문,,,,, ,,
특허법,조문,,,,, ,,
특허법,조문,,,,, ,,
특허법,조문,,,,, ,,
특허법,조문,,,,, ,,
특허법,조문,,,,, ,,
특허법,조문,,,,, ,,
특허법,조문,,,,, ,,
특허법,조문,,,,, ,,
특허법,조문,,,,, ,,
특허법,조문,,,,, ,,
특허법,조문,,,,, ,,
특허법,조문,,,,, ,,
특허법,문제,,,,, ,,
특허법,조문,,,,, ,,
특허법,조문,,,,, ,,
특허법,조문,,,,, ,,
특허법,조문,,,,, ,,
특허법,조문,,,,, ,,
특허법,조문,,,,, ,,
특허법,문제,,,,, ,,
특허법,조문,,,,, ,,
특허법,문제,,,,, ,,
특허법,조문,,,,, ,,
특허법,조문,,,,, ,,
특허법,조문,,,,, ,,
특허법,문제,,,,, ,,
특허법,문제,,,,, ,,
특허법,조문,,,,,,,
특허법,문제,,,,,,,
특허법,문제,,,,,,,
특허법,조문,,,,,,,
특허법,조문,,,,,,,
특허법,문제,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
